# mc-number	             name	     mass	    width	deg	Qb	Qs	Qc	Qbot	isospin	charge	decays	   Nyield
#      3122	           Lambda	  1.11568	0.00000e+00	2	1	 -1	0	0	0	  0	  1	1.91251e-05
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    3.30295e-01	    1.11568e+00	    4.24197e-04	    4.85515e-04	    5.34900e-05	    1.11432e-04	    6.18778e-05	    4.86258e-04	    5.96019e-04	    4.19623e-03	    4.89244e-03	    1.50035e-04	    2.44000e-04	    1.72721e-04
    3.34321e-01	    1.11568e+00	    4.25738e-04	    4.87195e-04	    5.49927e-05	    1.13123e-04	    6.36059e-05	    4.86549e-04	    5.96374e-04	    4.21464e-03	    4.91286e-03	    1.52406e-04	    2.45540e-04	    1.75420e-04
    3.38356e-01	    1.11568e+00	    4.27187e-04	    4.88767e-04	    5.65113e-05	    1.14817e-04	    6.53516e-05	    4.86704e-04	    5.96564e-04	    4.23219e-03	    4.93226e-03	    1.54760e-04	    2.47060e-04	    1.78099e-04
    3.42401e-01	    1.11568e+00	    4.28543e-04	    4.90231e-04	    5.80454e-05	    1.16513e-04	    6.71145e-05	    4.86725e-04	    5.96589e-04	    4.24889e-03	    4.95065e-03	    1.57096e-04	    2.48558e-04	    1.80756e-04
    3.46456e-01	    1.11568e+00	    4.29805e-04	    4.91587e-04	    5.95944e-05	    1.18210e-04	    6.88938e-05	    4.86612e-04	    5.96450e-04	    4.26473e-03	    4.96801e-03	    1.59414e-04	    2.50035e-04	    1.83391e-04
    3.50522e-01	    1.11568e+00	    4.30975e-04	    4.92834e-04	    6.11576e-05	    1.19909e-04	    7.06889e-05	    4.86366e-04	    5.96149e-04	    4.27970e-03	    4.98435e-03	    1.61713e-04	    2.51489e-04	    1.86001e-04
    3.54597e-01	    1.11568e+00	    4.32051e-04	    4.93974e-04	    6.27345e-05	    1.21608e-04	    7.24990e-05	    4.85988e-04	    5.95686e-04	    4.29382e-03	    4.99966e-03	    1.63990e-04	    2.52919e-04	    1.88587e-04
    3.58684e-01	    1.11568e+00	    4.33034e-04	    4.95006e-04	    6.43245e-05	    1.23307e-04	    7.43235e-05	    4.85478e-04	    5.95063e-04	    4.30707e-03	    5.01395e-03	    1.66246e-04	    2.54324e-04	    1.91145e-04
    3.62781e-01	    1.11568e+00	    4.33925e-04	    4.95930e-04	    6.59270e-05	    1.25006e-04	    7.61616e-05	    4.84838e-04	    5.94280e-04	    4.31945e-03	    5.02721e-03	    1.68479e-04	    2.55703e-04	    1.93676e-04
    3.66888e-01	    1.11568e+00	    4.34722e-04	    4.96746e-04	    6.75413e-05	    1.26703e-04	    7.80125e-05	    4.84068e-04	    5.93340e-04	    4.33097e-03	    5.03944e-03	    1.70687e-04	    2.57055e-04	    1.96178e-04
